V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
3.932442999,1.784777969,2.143411711,1.981385378,0.31531494,4.452542151,1.123680588,2.091147352,4.172300267,4.823283895,0.997070727,1.619484613,1.471623908,3.660733093,2.759915432,2.967525987,1.948326618,1.400118418,2.583688582,4.710556453,4.213199915,2.256323958,1.196502062,3.018856094,3.39218677,-0.069855577,3.133464592,1.842900696,2.359352333,2.602625387,1.615284085,4.492478218,3.337851556,1.009092795,3.15307441,1.170328035,1.278363397,1.06389583,2.73358002,1.913452836,-1.731500116,1.623432347,3.543708145,7.933371517,2.402724885,3.953028406,2.917559713,2.602936313,3.410528551,4.463257285,3.160412439,0.556930724,2.634831131,1.959396487,0.142518493,1.400930075,2.611847059,1.595043677,0.650167165,2.723861596,2.294874332,2.244234794,2.961178709,3.74741258,4.5574483,1.9384472,1.494866059,2.393120653,2.178921332,3.119298531,1.066809702,2.215137306,3.227361594,3.023675885,4.171474588,3.359271388,2.871036908,2.04636823,3.011879376,2.991700899,0.996754649,2.251427243,2.221604171,3.923114252,2.749055103,3.189630737,3.510935602,2.626109563,3.493266826,4.415928182,3.631875924,0.455724588,1.310873256,2.948283995,0.707415258,2.602705332,0.245139288,2.563090119,4.811240931,0.557793706
6.797757241,0.84381618,1.204307373,1.193759552,-0.157936666,2.073574438,1.296827953,1.143707039,1.190167146,2.237294849,2.283710822,1.740735749,1.345596229,2.225863264,1.884658454,3.86229348,1.520082173,3.419539491,2.489408402,4.853023415,5.710583903,2.087627633,2.928750931,2.450941725,1.079156215,0.690167278,1.569753303,3.020931366,3.199908715,1.441972283,1.709546752,4.209389003,1.362836504,1.547954721,3.00468956,0.438735681,2.49909878,2.068152866,3.558791195,0.017878856,1.440019397,1.47687266,1.334556001,5.050928561,0.758721426,3.668827642,2.421666043,3.592700492,0.922617744,3.066552827,3.272814264,1.527888252,1.857567664,1.328807313,1.247751111,-0.780404438,3.408150835,2.872387981,0.163251585,4.167198659,2.469141415,1.114164362,2.832428707,4.745876411,2.992814385,2.026306585,0.853826889,2.354073039,2.175591069,1.513326681,1.062262321,2.91863326,3.282904012,4.455215061,3.824661059,2.994210014,1.324650251,1.720632599,4.942400526,4.374786675,1.900334817,2.935355638,2.357830765,3.207227595,1.762845749,3.437096482,3.015007448,1.775268034,3.697664682,4.430044983,1.835416638,3.956196498,-0.507195255,2.680001266,0.232304542,1.791630545,3.147363258,0.687295882,2.028668387,1.20572291
5.481124796,1.319497247,0.214278163,2.259256212,1.82724927,2.335246931,0.393488739,1.724742144,0.544436369,3.660801916,2.913696378,1.905030324,1.661700984,3.907681091,0.343947798,0.231935765,3.485046234,2.076898898,4.508791293,7.519711977,5.880449084,2.765095304,0.389154324,1.903077718,3.290461116,1.914896072,1.183757248,4.687470632,2.364904844,0.035767939,1.6063598,3.675044297,1.573903277,3.323869908,1.856447179,1.610516889,0.537292867,0.404411518,3.560898605,1.749966515,2.983305586,0.773387495,1.555861405,5.189940324,0.759709258,2.664714659,2.03607891,0.97911605,0.660557507,1.899891623,3.874818012,2.495772024,1.822391105,0.396545047,2.213389038,-0.876298958,3.023649614,1.824327368,1.68157897,3.753376657,4.005296795,0.7286915,1.893391735,4.807388115,4.124992019,1.23575411,2.820317753,2.280551119,1.918504191,3.144452175,0.473932975,3.104784136,4.626432507,4.406149227,3.127229236,3.381407364,3.724935511,3.750353508,2.652360186,3.173328705,7.43257256,2.834696326,-0.263005158,1.829907794,0.087024934,1.638999234,2.32146822,0.330622287,2.03768002,3.239908151,1.005370284,3.942888829,1.751891554,1.211836326,1.050840818,0.93220414,1.212987037,4.600057937,3.198499259,2.485888419
6.189850193,0.528255245,0.574395448,1.83886552,1.342650931,3.440465522,0.778257847,1.546643144,1.041239317,4.855963957,0.480075091,0.503525056,3.134839398,4.783335895,3.577501379,2.481914158,0.584946348,2.642747464,2.032008891,5.309281301,3.816383617,2.289930881,2.515473918,3.804407223,0.589116313,0.887994556,-0.029041101,2.266474893,1.58174035,5.232525952,0.8395287,3.802361274,2.340972055,3.336429894,1.829252592,1.822467446,1.979379002,0.797738873,3.479357627,0.011649383,-0.223450816,1.359442071,3.095907122,6.021699309,0.355363762,3.62943391,1.83406379,4.094836246,1.806021502,3.934314989,1.609631909,2.008844329,1.897996808,2.461030542,1.768560689,-0.171010515,4.063048944,1.961547794,1.70765478,2.791994361,3.066551885,2.313951677,2.949596432,5.980616589,3.784157231,2.057707705,3.545816657,1.925500477,2.318322872,1.995019634,1.624719848,2.615190253,4.113717532,3.891923428,2.96443475,2.155890108,2.840923948,1.262038678,2.481146958,4.399695943,2.753056523,3.028353783,1.718330904,2.816444672,2.972369757,2.94147777,0.990342162,2.442772932,2.044708232,5.0245503,2.889811703,2.527305154,2.105126322,2.680995391,0.332350987,2.129815906,1.425345037,3.433454499,2.973020273,1.378518232
6.518166102,0.942738796,-1.07580153,0.976816923,0.338473855,3.755741237,0.483385919,1.746932584,1.644727825,2.802411184,3.370108866,2.911050694,2.475013757,3.643025016,2.105555187,2.486229154,1.097649898,1.58708624,3.4058432,5.501543814,5.640298753,1.225197729,-0.413435131,2.219689788,2.975678103,2.464522675,2.971314135,4.460301615,-0.156140846,2.322968397,1.339942314,2.546336915,2.877727405,1.695269253,2.446366313,3.21906143,0.305281925,0.290142971,4.21816993,1.370671107,1.937041361,0.410037284,1.803899246,5.698229063,0.926872668,3.622504299,1.689356068,3.271949204,1.790718481,2.358009088,1.650493315,2.029213466,-0.012933414,4.128110422,3.660813719,0.006585059,2.519232217,1.663708923,-0.389306215,3.452958775,3.837731469,1.095569163,3.227502962,4.248925505,4.752658103,2.05378849,2.900145961,1.600566182,1.821549913,1.953351799,3.672139484,0.971617771,2.439682358,3.56432842,2.911990778,1.290264207,2.276838469,2.362091609,2.600722414,3.328186232,5.926591891,0.697742099,-0.029046353,3.081048533,0.746596899,2.35468012,1.405137972,-0.810826371,2.638027899,3.496177548,2.134888479,3.198474558,0.882466183,2.345707326,-0.483702641,1.588838091,2.263518047,2.548529917,3.746623142,0.415127046
2.405760161,1.219480164,0.730295943,3.13844028,0.949939536,4.882020233,1.537103843,3.293825208,3.626996808,5.09136295,-0.022270229,1.434384946,1.785190925,3.814163028,3.546905791,1.960542411,1.642667814,1.35131786,1.997561949,6.260961546,5.197825266,0.970254081,0.844654149,2.778523124,2.145642442,2.248487564,2.304538695,3.752221193,0.93945188,2.729256358,0.861924388,3.517033409,3.334527863,2.852472828,2.586535244,-0.002647288,0.953191792,0.063704982,3.615115622,2.275020576,0.668330337,1.359025557,2.318670419,4.638865712,0.939481204,2.189361836,1.764597784,1.333178742,1.282494274,2.995188825,2.135204933,1.87452945,-0.975491978,3.689482644,1.223826419,-0.25944879,4.785167496,3.109921288,1.248893492,3.19582151,2.803142012,1.656941232,2.317024885,4.704376232,3.379566843,2.084864634,2.410285014,1.782084985,2.183152778,2.444532963,5.641271586,0.942747371,3.559641018,1.19045002,1.919965735,1.680860135,2.172111114,0.031392591,0.621342643,3.625772354,1.964392151,2.212703399,2.514839338,3.290536341,2.27485004,3.804993756,2.98713481,2.403679064,2.290630109,4.055438905,1.612555608,3.434300699,-0.365839156,4.645394587,-1.065288668,4.567456349,-0.402033902,4.30178847,3.279399208,1.352941425
3.927239162,0.912928722,0.880375192,1.389765265,1.597401011,2.324600117,2.917041277,1.912157167,2.339812023,5.230666647,3.478221631,0.357587177,2.666553188,2.361911423,2.635043358,2.197451367,1.822222134,1.459026168,3.412113311,6.178576227,6.186718823,2.018321701,1.012796317,2.845174768,0.461620574,0.784169316,2.822731437,4.459483021,1.649387498,2.227776896,1.466977243,1.339103442,1.980432445,1.228102962,4.009788821,2.345588565,2.175206969,1.947038023,2.412621066,0.384487732,3.046348462,0.12771854,0.930550226,4.398400753,0.571110106,3.065554387,1.795686701,1.574933845,1.572437189,3.006132784,2.82761569,1.942776417,1.033617734,3.221842898,2.309942296,-0.787499798,2.261476093,3.668828686,0.102191813,2.82948629,3.300327349,1.907302357,2.115761252,3.69160549,3.303527614,2.858675989,1.177708328,2.8252534,1.906472515,1.636654649,3.120992387,2.14216663,3.731748666,2.683015504,3.192025329,2.546702606,2.12480229,1.478829153,1.694117081,2.132923688,6.605223899,0.35220188,-0.102270314,2.016560607,1.485426844,2.617228109,2.159776494,0.401816741,1.111851687,4.103888856,2.252150771,1.343007731,2.557619773,-0.04625232,3.642210247,0.228342557,2.382365983,3.40361102,2.879385869,1.890732479
5.298996029,3.201278789,0.317348915,2.725688897,0.979029879,2.770553219,1.568072904,0.242388531,2.147180646,3.817488478,-0.567978798,1.518055173,2.337823884,2.715704671,3.937212462,3.86040452,1.616957125,1.955950582,4.184685151,6.213569905,5.513708725,0.907402306,1.940198816,1.954418814,1.428101195,0.866807035,3.035694026,3.078030435,1.192541289,1.93654203,0.339921404,3.87946903,2.506605188,3.905821238,3.110658404,0.570918952,0.401687744,0.482480004,2.285741327,1.297205673,-0.544648653,1.888736971,3.817835487,4.646070772,0.764129112,4.000103968,2.253256199,3.00522868,1.183736954,3.159123558,3.191552977,1.714112061,1.795688807,0.897775113,1.582585589,1.268418748,3.843656997,1.925500645,1.541906661,0.765730061,3.553757882,1.370167466,1.571626207,3.574842635,4.522971604,1.490964899,2.78502381,2.300228203,2.419943875,2.68451323,2.09723464,2.66052009,2.592812514,2.762253716,4.232137895,2.67800881,2.429305233,1.019830161,1.339861258,4.460601312,3.521356853,1.163059941,2.260923872,2.480860604,0.251884445,3.205392171,2.723133695,3.142154992,2.163262451,3.408977587,3.007485884,0.802736993,1.980046926,1.397560611,1.584104057,1.346431086,2.274576364,3.845049797,3.095248358,0.904665782
1.565943587,3.183169322,1.973778594,1.697240839,2.640079427,3.795986872,2.811486869,2.276851615,3.484750402,4.760391962,1.553498619,0.91801301,1.922588433,4.12116527,1.807656783,1.94976941,3.107807125,1.827273071,3.579455796,6.941402311,5.975994833,0.891864604,1.765784958,2.243291704,1.0424614,0.761671978,2.714024071,3.561352485,1.211209711,2.576291508,2.150068978,2.283229737,2.787172305,1.855209133,3.680747921,1.001871704,2.428589318,-0.535382817,4.377703164,-0.245047727,0.770185627,0.363394087,2.166492492,6.312908097,1.363303727,2.176316996,3.083169645,2.659091545,1.889542182,3.341709763,3.650287641,1.604800324,1.257350568,0.085117403,2.407789463,0.387211182,4.251673318,2.838222851,1.219389349,1.801489065,3.583657207,1.726927381,1.715742828,4.726864011,4.658641348,2.025301126,2.082481857,1.414015855,3.605254095,2.879446267,-0.62451354,2.721368922,4.982177711,3.716809144,3.753048844,3.268367635,3.300527093,2.682495831,3.335406726,4.039405986,4.799976093,1.291815264,0.420012768,2.85512446,0.948995678,3.285040745,3.109556799,1.957269905,2.558416603,4.046297909,4.190065689,2.397271591,1.360467711,2.369128345,-0.935127686,2.957660607,1.970528015,2.617315176,4.918415289,0.82234589
3.55931536,2.323966328,0.795324039,2.949137466,2.40357696,4.878788884,0.303227314,2.976458138,2.282303312,5.041294824,3.470135787,1.502454948,4.100240053,4.216017255,1.431605419,0.02745981,1.064691089,1.71833008,4.592909465,7.449527508,5.551153114,2.061496601,0.399271233,1.616946382,2.407884897,0.371765557,2.919325051,5.433478809,0.896763744,1.692653054,0.840116224,2.86281457,2.097926926,2.691777022,2.131251654,2.539821464,1.699421609,1.115010995,1.629278545,-0.060890443,2.989325818,0.996537305,1.854313799,5.106293701,0.586943976,3.752884858,1.116249605,1.529070777,0.181372814,1.855440004,2.526489662,0.228935957,0.995501182,1.245455015,2.434908482,2.0891704,3.313642176,3.092527567,0.598916841,2.604197032,3.306249099,1.542572508,2.561670846,4.741487686,3.574626492,2.758603983,2.511668412,1.583589301,1.747320933,2.038493799,-0.443235931,2.474063971,4.531620075,3.827362641,3.372744086,2.985451034,3.37763228,3.134450483,3.339241239,2.662356026,4.433760387,2.043582956,-0.265790137,3.375310954,-0.340479073,3.423019509,2.834655207,1.500382332,3.215657304,2.471116639,3.841821209,2.365841747,0.681814165,3.506804088,1.55539017,1.68918942,1.410448836,3.085468671,2.375351058,0.760123851
2.754920374,2.162164916,1.623340236,2.434012874,1.277568419,5.2207569,1.148217133,2.573430642,3.63427866,3.471116081,1.787524056,0.329660443,2.605148734,2.946370312,3.362049001,1.65744305,1.519325585,2.219975921,3.883564592,6.805138359,3.948516872,1.693267635,3.179093274,2.112227733,1.554938596,1.35064192,1.535413291,2.991391133,2.227473234,2.81187233,1.790349701,3.103474377,1.64615463,0.916412896,3.577883072,3.083570551,1.750742463,1.078722499,4.410561501,-0.653528861,1.641140834,0.526912991,3.142250742,5.668212496,1.625912074,3.310258647,1.34772823,3.386692492,1.21118647,3.819522459,2.732349527,1.505366885,0.535512171,2.484584592,0.434399555,1.654843906,4.017895117,3.832671332,0.483709025,2.000402659,3.710990149,1.474876714,3.216549888,4.269256361,4.704242708,1.398592548,2.261779586,2.002155595,3.150128875,1.348900918,6.15111355,0.476759281,3.553989463,1.419808421,2.049937432,0.9082047,1.342763113,0.042606821,0.842870772,0.992664156,3.624259391,2.559120837,2.925135496,2.539381575,1.650224675,2.950879703,1.755021006,1.55134935,1.793511405,3.172002049,3.063250054,1.278163882,3.591447938,1.106224235,1.185230893,0.545653511,0.818198138,2.709268423,3.459083577,1.29127131
1.494967264,3.431760652,1.759393125,2.485307404,2.006819445,4.006377849,3.111495568,3.509837552,2.980993799,5.87353972,0.886486723,3.421736389,1.822203856,2.835795117,3.772940568,2.515698045,1.141339453,1.995745262,2.726425107,5.819620271,5.640909129,1.769983089,4.157064766,2.330215016,0.747414776,0.838872337,1.078985877,3.442745761,3.199015379,2.299357363,1.638626196,4.023816658,2.176316486,1.367578976,2.715013349,-0.269481274,1.235684336,1.800970553,3.58086664,0.861042986,1.186761586,0.096206972,1.17290204,5.72986035,2.086971531,2.010530964,1.411515504,3.028150081,0.539046944,3.431143848,1.721802938,2.964559333,0.361317723,2.081687767,1.682368197,1.603956709,2.737819107,2.778305567,0.738742406,2.736545137,4.224579527,1.764133583,2.156927469,4.040004225,3.931916639,2.018594745,2.435107454,1.912307571,1.678210435,2.990214374,4.671568342,1.448176164,2.731689201,1.617144526,3.350558192,1.989896028,1.497462589,1.829164275,2.602846099,2.681541117,5.334831562,1.410930203,0.979631897,3.600479555,0.30695638,1.928750894,1.766225389,1.489610899,2.696012176,2.618655689,2.754296299,3.380733493,0.180171122,2.869518356,0.444289994,1.475085206,0.278267872,3.504750964,4.805105909,-0.016062315
